名称,区域代码,人口
滨湖区,320211,"716,000"
梁溪区,320213,"961,500"
新吴区,320214,"569,200"
江阴市,320281,"1,651,800"
宜兴市,320282,"1,256,100"
苏州市,320500,"12,748,262"
虎丘区,320505,"832,499"
吴中区,320506,"1,388,972"
相城区,320507,"891,055"
姑苏区,320508,"2,058,010"
吴江区,320509,"1,545,023"
常熟市,320581,"1,677,050"
张家港市,320582,"1,432,044"
昆山市,320583,"2,092,496"
太仓市,320585,"831,113"
嘉兴市,330400,"5,400,868"
南湖区,330402,"839,433"
秀洲区,330411,"679,221"
嘉善县,330421,"648,160"
海盐县,330424,"456,775"
海宁市,330481,"1,076,199"
平湖市,330482,"671,326"
桐乡市,330483,"1,029,754"
舟山市,330900,"1,157,817"
定海区,330902,"500,030"
普陀区,330903,"382,902"
岱山县,330921,"207,982"
嵊泗县,330922,"66,903"
绍兴市,330600,"5,270,977"
越城区,330602,"1,020,037"
柯桥区,330603,"1,098,859"
上虞区,330604,"839,747"
新昌县,330624,"419,036"
诸暨市,330681,"1,218,072"
嵊州市,330683,"675,226"
衢州市,330800,"2,276,184"
柯城区,330802,"528,847"
衢江区,330803,"373,920"
常山县,330822,"259,966"
开化县,330824,"258,810"
龙游县,330825,"360,229"
江山市,330881,"494,412"
金华市,330700,"7,050,683"
婺城区,330702,"957,055"
金东区,330703,"506,935"
武义县,330723,"462,462"
浦江县,330726,"460,726"
磐安县,330727,"177,161"
兰溪市,330781,"574,801"
义乌市,330782,"1,859,390"
东阳市,330783,"1,087,950"
永康市,330784,"964,203"
台州市,331000,"6,622,888"
椒江区,331002,"826,074"
黄岩区,331003,"707,453"
路桥区,331004,"628,934"
三门县,331022,"379,469"
天台县,331023,"474,711"
仙居县,331024,"431,888"
温岭市,331081,"1,416,199"
临海市,331082,"1,114,146"
玉环市,331083,"644,014"
温州市,330300,"9,572,903"
鹿城区,330302,"1,167,164"
龙湾区,330303,"725,049"
瓯海区,330304,"963,238"
洞头区,330305,"148,807"
永嘉县,330324,"869,548"
平阳县,330326,"863,166"
苍南县,330327,"843,959"
文成县,330328,"288,168"
泰顺县,330329,"265,973"
瑞安市,330381,"1,520,046"
乐清市,330382,"1,453,090"
龙港市,330383,"464,695"
丽水市,331100,"2,507,396"
莲都区,331102,"562,116"
青田县,331121,"509,053"
缙云县,331122,"405,318"
遂昌县,331123,"194,385"
松阳县,331124,"204,880"
云和县,331125,"129,216"
庆元县,331126,"142,551"
景宁畲族自治县,331127,"111,011"
龙泉市,331181,"248,866"
合肥市,340100,"9,369,881"
瑶海区,340102,"1,328,507"
庐阳区,340103,"697,293"
蜀山区,340104,"1,874,930"
包河区,340111,"1,217,469"
长丰县,340121,783.982
肥东县,340122,"884,792"
肥西县,340123,"967,508"
庐江县,340124,"888,238"
巢湖市,340181,"727,162"
芜湖市,340200,"3,644,420"
镜湖区,340202,"478,658"
鸠江区,340207,"721,521"
弋江区,340209,"607,173"
湾沚区,340210,"344,016"
繁昌区,340212,"243,907"
南陵县,340223,"431,148"
无为市,340281,"817,997"
蚌埠市,340300,"3,296,408"
龙子湖区,340302,"216,875"
蚌山区,340303,"447,682"
禹会区,340304,"387,664"
淮上区,340311,"283,872"
怀远县,340321,"935,335"
五河县,340322,"523,531"
固镇县,340323,"501,449"
淮南市,340400,"3,033,528"
大通区,340402,"165,671"
田家庵区,340403,"730,078"
谢家集区,340404,"221,589"
八公山区,340405,"118,221"
潘集区,340406,"326,077"
凤台县,340421,"633,385"
寿县,340422,"838,507"
马鞍山市,340500,"2,159,930"
花山区,340503,"450,983"
雨山区,340504,"355,986"
博望区,340506,"158,483"
当涂县,340521,"446,991"
含山县,340522,"336,588"
和县,340523,"410,899"
淮北市,340600,"1,970,265"
杜集区,340602,"239,692"
相山区,340603,"548,934"
烈山区,340604,"249,237"
濉溪县,340621,"932,402"
铜陵市,340700,"1,311,726"
铜官区,340705,"450,949"
义安区,340706,"227,493"
郊区,340711,"164,233"
枞阳县,340722,"469,051"
安庆市,340800,"4,165,284"
迎江区,340802,"278,700"
大观区,340803,"214,112"
宜秀区,340811,"311,700"
怀宁县,340822,"496,683"
太湖县,340825,"430,465"
宿松县,340826,"612,586"
望江县,340827,"462,367"
岳西县,340828,"323,837"
桐城市,340881,"593,629"
潜山市,340882,"441,224"
黄山市,341000,"1,330,565"
屯溪区,341002,"291,188"
黄山区,341003,"146,942"
徽州区,341004,"96,162"
歙县,341021,"362,962"
休宁县,341022,"211,456"
黟县,341023,"76,211"
祁门县,341024,"145,644"
滁州市,341100,"3,987,054"
琅琊区,341102,"410,300"
南谯区,341103,"372,371"
来安县,341122,"416,048"
全椒县,341124,"395,633"
定远县,341125,"671,361"
凤阳县,341126,"631,934"
天长市,341181,"603,780"
明光市,341182,"485,627"
阜阳市,341200,"8,200,264"
颍州区,341202,"992,347"
颍东区,341203,"538,187"
颍泉区,341204,"598,004"
临泉县,341221,"1,658,442"
太和县,341222,"1,379,982"
阜南县,341225,"1,183,602"
颍上县,341226,"1,198,830"
界首市,341282,"650,870"
宿州市,341300,"5,324,476"
埇桥区,341302,"1,766,285"
砀山县,341321,"765,564"
萧县,341322,"1,054,597"
灵璧县,341323,"974,720"
泗县,341324,"763,310"
六安市,341500,"4,393,699"
金安区,341502,"829,236"
裕安区,341503,"923,301"
叶集区,341504,"216,229"
霍邱县,341522,"944,985"
舒城县,341523,"697,250"
金寨县,341524,"496,501"
霍山县,341525,"286,197"
亳州市,341600,"4,996,844"
谯城区,341602,"1,537,231"
涡阳县,341621,"1,170,719"
蒙城县,341622,"1,101,640"
利辛县,341623,"1,187,254"
池州市,341700,"1,342,764"
贵池区,341702,"615,274"
东至县,341721,"398,414"
石台县,341722,"80,612"
青阳县,341723,"248,464"
宣城市,341800,"2,500,063"
宣州区,341802,"774,332"
郎溪县,341821,"311,513"
泾县,341823,"275,837"
绩溪县,341824,"138,784"
旌德县,341825,"112,368"
宁国市,341881,"388,097"
广德市,341882,"499,132"
福州市 ,350100,"8,291,268"
鼓楼区,350102,"669,090"
台江区,350103,"411,819"
仓山区,350104,"1,142,991"
马尾区,350105,"290,554"
晋安区,350111,"789,775"
长乐区,350112,"790,262"
闽侯县,350121,"988,200"
连江县,350122,"639,498"
罗源县,350123,"255,214"
闽清县,350124,"256,181"
永泰县,350125,"281,216"
平潭县,350128,"385,981"
福清市,350181,"1,390,487"
南平市,350700,"2,680,645"
延平区,350702,"454,605"
建阳区,350703,"340,843"
顺昌县,350721,"179,064"
浦城县,350722,"297,719"
光泽县,350723,"130,294"
松溪县,350724,"130,867"
政和县,350725,"179,413"
邵武市,350781,"273,721"
武夷山市,350782,"259,668"
建瓯市,350783,"434,451"
三明市,350400,"2,486,450"
三元区,350404,"408,051"
沙县区,350405,"250,503"
明溪县,350421,"98,930"
清流县,350423,"118,029"
宁化县,350424,"261,579"
大田县,350425,"299,513"
尤溪县,350426,"341,638"
将乐县,350428,"144,943"
泰宁县,350429,"104,071"
建宁县,350430,"114,400"
永安市,350481,"344,793"
莆田市,350300,"3,210,714"
城厢区,350302,"547,422"
涵江区,350303,"479,605"
荔城区,350304,"673,935"
秀屿区,350305,"604,684"
仙游县,350322,"905,068"
泉州市,350500,"8,782,285"
鲤城区,350502,"428,361"
丰泽区,350503,"698,557"
洛江区,350504,"247,172"
泉港区,350505,"354,296"
惠安县,350521,"1,030,626"
安溪县,350524,"1,003,599"
永春县,350525,"422,531"
德化县,350526,"332,148"
石狮市,350581,"685,930"
晋江市,350582,"2,061,551"
南安市,350583,"1,517,514"
漳州市,350600,"5,054,328"
芗城区,350602,"638,060"
龙文区,350603,"301,883"
龙海区,350604,"952,000"
长泰区,350605,"228,235"
云霄县,350622,"411,558"
漳浦县,350623,"847,535"
诏安县,350624,"560,969"
东山县,350626,"219,511"
南靖县,350627,"305,259"
平和县,350628,"455,042"
华安县,350629,"134,276"
龙岩市,350800,"2,723,637"
新罗区,350802,"841,745"
永定区,350803,"325,880"
长汀县,350821,"397,470"
上杭县,350823,"376,392"
武平县,350824,"278,238"
连城县,350825,"250,518"
漳平市,350881,"253,394"
宁德市,350900,"3,146,789"
蕉城区,350902,"623,840"
霞浦县,350921,"475,936"
古田县,350922,"323,771"
屏南县,350923,"139,815"
寿宁县,350924,"177,960"
周宁县,350925,"149,567"
柘荣县,350926,"92,989"
福安市,350981,"609,779"
福鼎市,350982,"553,132"
南昌市,360100,"6,255,007"
东湖区,360102,"421,690"
西湖区,360103,"485,161"
青云谱区,360104,"349,074"
青山湖区,360111,"1,307,366"
新建区,360112,"810,614"
红谷滩区,360113,"555,755"
南昌县,360121,"1,452,502"
安义县,360123,"252,591"
进贤县,360124,"620,254"
九江市,360400,"4,600,276"
濂溪区,360402,"418,339"
浔阳区,360403,"433,122"
柴桑区,360404,"312,807"
武宁县,360423,"322,161"
修水县,360424,"710,620"
永修县,360425,"316,365"
德安县,360426,"167,090"
都昌县,360428,"577,684"
湖口县,360429,"227,462"
彭泽县,360430,"284,757"
瑞昌市,360481,"403,655"
共青城市,360482,"194,689"
庐山市,360483,"231,525"
景德镇市,360200,"1,618,979"
昌江区,360202,"201,363"
珠山区,360203,"383,453"
浮梁县,360222,"280,376"
乐平市,360281,"753,787"
鹰潭市,360600,"1,154,223"
月湖区,360602,"287,489"
余江区,360603,"326,162"
贵溪市,360681,"540,572"
新余市,360500,"1,202,499"
渝水区,360502,"927,950"
分宜县,360521,"274,549"
萍乡市,360300,"1,804,805"
安源区,360302,"553,293"
湘东区,360313,"304,423"
莲花县,360321,"216,938"
上栗县,360322,"469,957"
芦溪县,360323,"260,194"
赣州市,360700,"8,970,014"
章贡区,360702,"1,123,276"
南康区,360703,"888,474"
赣县区,360704,"576,310"
信丰县,360722,"673,763"
大余县,360723,"264,995"
上犹县,360724,"268,557"
崇义县,360725,"177,831"
安远县,360726,"346,435"
定南县,360728,"209,914"
全南县,360729,"169,503"
宁都县,360730,"702,394"
于都县,360731,"905,439"
兴国县,360732,"715,149"
会昌县,360733,"451,513"
寻乌县,360734,"280,219"
石城县,360735,"283,182"
瑞金市,360781,"613,894"
龙南市,360783,"319,166"
上饶市,361100,"6,491,088"
信州区,361102,"545,134"
广丰区,361103,"775,364"
广信区,361104,"748,265"
玉山县,361123,"519,357"
铅山县,361124,"386,200"
横峰县,361125,"187,326"
弋阳县,361126,"338,817"
余干县,361127,"840,498"
鄱阳县,361128,"1,184,097"
万年县,361129,"357,449"
婺源县,361130,"314,985"
德兴市,361181,"293,596"
抚州市,361000,"3,614,866"
临川区,361002,"1,102,421"
东乡区,361003,"383,846"
南城县,361021,"286,260"
黎川县,361022,"205,205"
南丰县,361023,"271,888"
崇仁县,361024,"302,181"
乐安县,361025,"307,909"
宜黄县,361026,"201,127"
金溪县,361027,"253,828"
资溪县,361028,"95,826"
广昌县,361030,"204,375"
宜春市,360900,"5,007,702"
袁州区,360902,"1,121,707"
奉新县,360921,"268,617"
万载县,360922,"486,435"
上高县,360923,"343,767"
宜丰县,360924,"252,974"
靖安县,360925,"121,800"
铜鼓县,360926,"116,418"
丰城市,360981,"1,065,641"
樟树市,360982,"485,649"
高安市,360983,"744,694"
吉安市,360800,"4,469,176"
吉州区,360802,"402,669"
青原区,360803,"240,730"
吉安县,360821,"469,513"
吉水县,360822,"421,849"
峡江县,360823,"149,954"
新干县,360824,"286,077"
永丰县,360825,"388,464"
泰和县,360826,"467,807"
遂川县,360827,"512,109"
万安县,360828,"250,991"
安福县,360829,"329,053"
永新县,360830,"393,984"
井冈山市,360881,"155,976"
聊城市,371500,"5,952,128"
东昌府区,371502,"1,008,594"
茌平区,371503,"517,641"
阳谷县,371521,"700,083"
莘县,371522,"930,370"
东阿县,371524,"346,053"
冠县,371525,"719,354"
高唐县,371526,"455,193"
临清市,371581,"794,529"
德州市,371400,"5,611,194"
德城区,371402,"1,005,084"
陵城区,371403,"486,794"
宁津县,371422,"473,314"
庆云县,371423,"318,105"
临邑县,371424,"473,421"
齐河县,371425,"576,375"
平原县,371426,"419,088"
夏津县,371427,"458,112"
武城县,371428,"353,721"
乐陵市,371481,"559,166"
禹城市,371482,"488,014"
东营市,370500,"2,193,518"
东营区,370502,"931,555"
河口区,370503,"244,931"
垦利区,370505,"257,104"
利津县,370522,"238,189"
广饶县,370523,"521,742"
淄博市,370300,"4,704,138"
淄川区,370302,"614,158"
张店区,370303,"1,313,777"
博山区,370304,"410,643"
临淄区,370305,"649,160"
周村区,370306,"398,733"
桓台县,370321,"489,479"
高青县,370322,"313,130"
沂源县,370323,"515,058"
潍坊市,370700,"9,386,705"
潍城区,370702,"521,368"
寒亭区,370703,"471,117"
坊子区,370704,"521,025"
奎文区,370705,"998,211"
临朐县,370724,"806,314"
昌乐县,370725,"583,799"
青州市,370781,"960,882"
诸城市,370782,"1,078,178"
寿光市,370783,"1,163,364"
安丘市,370784,"840,553"
高密市,370785,"877,393"
昌邑市,370786,"564,501"
烟台市,370600,"7,102,116"
芝罘区,370602,"877,237"
福山区,370611,"905,839"
牟平区,370612,"454,186"
莱山区,370613,"481,478"
蓬莱区,370614,"472,559"
龙口市,370681,"729,880"
莱阳市,370682,"794,986"
莱州市,370683,"824,708"
招远市,370685,"543,127"
栖霞市,370686,"435,405"
海阳市,370687,"582,711"
威海市,371000,"2,906,548"
环翠区,371002,"1,164,730"
文登区,371003,"563,529"
荣成市,371082,"714,211"
乳山市,371083,"464,078"
日照市,371100,"2,968,365"
东港区,371102,"1,172,205"
岚山区,371103,"379,308"
五莲县,371121,"443,600"
莒县,371122,"973,252"
临沂市,371300,"11,018,365"
兰山区,371302,"2,064,211"
罗庄区,371311,"679,333"
河东区,371312,"908,324"
沂南县,371321,"806,390"
郯城县,371322,"885,156"
沂水县,371323,"967,570"
兰陵县,371324,"1,104,391"
费县,371325,"798,403"
平邑县,371326,"892,276"
莒南县,371327,"841,035"
蒙阴县,371328,"485,252"
临沭县,371329,"586,024"
枣庄市,370400,"3,855,601"
市中区,370402,"613,015"
薛城区,370403,"593,590"
峄城区,370404,"362,524"
台儿庄区,370405,"305,102"
山亭区,370406,"406,722"
滕州市,370481,"1,574,648"
济宁市,370800,"8,357,897"
任城区,370811,"1,579,972"
兖州区,370812,"540,662"
微山县,370826,"613,421"
鱼台县,370827,"420,010"
金乡县,370828,"634,144"
嘉祥县,370829,"820,036"
汶上县,370830,"687,544"
泗水县,370831,"542,895"
梁山县,370832,"730,683"
曲阜市,370881,"621,971"
邹城市,370883,"1,166,559"
泰安市,370900,"5,472,217"
泰山区,370902,"799,971"
岱岳区,370911,"675,161"
宁阳县,370921,"668,520"
东平县,370923,"687,385"
新泰市,370982,"1,272,698"
肥城市,370983,"894,115"
滨州市,371600,"3,928,568"
滨城区,371602,"853,649"
沾化区,371603,"334,948"
惠民县,371621,"569,975"
阳信县,371622,"421,502"
无棣县,371623,"465,837"
博兴县,371625,"508,140"
邹平市,371681,"774,517"
菏泽市,371700,"8,795,939"
牡丹区,371702,"1,696,222"
定陶区,371703,"540,016"
曹县,371721,"1,384,282"
单县,371722,"1,026,555"
成武县,371723,"595,159"
巨野县,371724,"923,923"
郓城县,371725,"1,120,854"
鄄城县,371726,"747,972"
东明县,371728,"760,956"
郑州市,410100,"10,136,000"
中原区,410102,"1,080,900"
二七区,410103,"838,100"
管城回族区,410104,"835,700"
金水区,410105,"1,764,700"
上街区,410106,"144,000"
惠济区,410108,"303,500"
中牟县,410122,"1,161,600"
巩义市,410181,"838,300"
荥阳市,410182,"648,700"
新密市,410183,"813,100"
新郑市,410184,"989,900"
登封市,410185,"717,400"
开封市,410200,"4,824,016"
龙亭区,410202,"574,552"
顺河回族区,410203,"227,864"
鼓楼区,410204,"136,167"
禹王台区,410205,"124,859"
祥符区,410212,"672,139"
杞县,410221,"932,126"
通许县,410222,"539,222"
尉氏县,410223,"839,809"
兰考县,410225,"777,278"
洛阳市,410300,"6,888,500"
老城区,410302,"197,800"
西工区,410303,"367,500"
瀍河回族区,410304,"194,300"
涧西区,410305,"699,300"
偃师区,410307,"572,900"
孟津区,410308,"502,400"
洛龙区,410311,"719,600"
新安县,410323,"490,200"
栾川县,410324,"351,400"
嵩县,410325,"521,400"
汝阳县,410326,"428,900"
宜阳县,410327,"616,900"
洛宁县,410328,"435,700"
伊川县,410329,"790,300"
平顶山市,410400,"5,027,700"
新华区,410402,"409,800"
卫东区,410403,"321,700"
石龙区,410404,"51,500"
湛河区,410411,"303,400"
宝丰县,410421,"500,400"
叶县,410422,"784,700"
鲁山县,410423,"787,600"
郏县,410425,"578,400"
舞钢市,410481,"321,800"
汝州市,410482,"968,400"
安阳市,410500,"5,176,000"
文峰区,410502,"445,700"
北关区,410503,"326,100"
殷都区,410505,"276,500"
龙安区,410506,"287,200"
安阳县,410522,"844,700"
汤阴县,410523,"442,700"
滑县,410526,"1,071,000"
内黄县,410527,"667,100"
林州市,410581,"815,000"
鹤壁市,410600,"1,565,973"
鹤山区,410602,"62,713"
山城区,410603,"155,449"
淇滨区,410611,"460,780"
浚县,410621,"624,728"
淇县,410622,"262,303"
新乡市,410700,"5,794,100"
红旗区,410702,"456,400"
卫滨区,410703,"224,900"
凤泉区,410704,"158,400"
牧野区,410711,"339,700"
新乡县,410721,"347,900"
获嘉县,410724,"414,000"
原阳县,410725,"650,000"
延津县,410726,"456,900"
封丘县,410727,"717,100"
卫辉市,410781,"490,700"
辉县市,410782,"759,000"
长垣市,410783,"779,100"
焦作市,410800,"3,521,078"
解放区,410802,"347,382"
中站区,410803,"107,281"
马村区,410804,"120,560"
山阳区,410811,"510,251"
修武县,410821,"248,585"
博爱县,410822,"350,140"
武陟县,410823,"661,341"
温县,410825,"393,838"
沁阳市,410882,"447,487"
孟州市,410883,"334,213"
濮阳市,410900,"3,772,088"
华龙区,410902,"963,512"
清丰县,410922,"592,425"
南乐县,410923,"476,557"
范县,410926,"447,760"
台前县,410927,"323,113"
濮阳县,410928,"968,721"
许昌市,411000,"4,379,998"
魏都区,411002,"627,059"
建安区,411003,"710,881"
鄢陵县,411024,"547,411"
襄城县,411025,"674,832"
禹州市,411081,"1,109,782"
长葛市,411082,"710,033"
漯河市,411100,"2,367,490"
源汇区,411102,"322,334"
郾城区,411103,"505,302"
召陵区,411104,"499,051"
舞阳县,411121,"447,130"
临颍县,411122,"593,673"
三门峡市,411200,"2,034,872"
湖滨区,411202,"326,682"
陕州区,411203,"288,538"
渑池县,411221,"310,130"
卢氏县,411224,"317,132"
义马市,411281,"135,819"
灵宝市,411282,"656,571"
南阳市,411300,"9,713,112"
宛城区,411302,"992,021"
卧龙区,411303,"1,093,659"
南召县,411321,"545,475"
方城县,411322,"873,731"
西峡县,411323,"450,418"
镇平县,411324,"829,780"
内乡县,411325,"549,068"
淅川县,411326,"538,569"
社旗县,411327,"561,573"
唐河县,411328,"1,052,978"
新野县,411329,"602,827"
桐柏县,411330,"375,206"
邓州市,411381,"1,247,807"
商丘市,411400,"7,816,831"
梁园区,411402,"946,752"
睢阳区,411403,"912,971"
民权县,411421,"746,389"
睢县,411422,"723,771"
宁陵县,411423,"562,657"
柘城县,411424,"799,213"
虞城县,411425,"972,091"
夏邑县,411426,"896,578"
永城市,411481,"1,256,409"
周口市,411600,"9,026,015"
川汇区,411602,"698,341"
淮阳区,411603,"1,022,322"
扶沟县,411621,"553,830"
西华县,411622,"692,846"
商水县,411623,"960,453"
沈丘县,411624,"956,631"
郸城县,411625,"1,057,093"
太康县,411627,"1,152,685"
鹿邑县,411628,"958,617"
项城市,411681,"973,197"
驻马店市,411700,"7,008,427"
驿城区,411702,"1,025,543"
西平县,411721,"647,311"
上蔡县,411722,"1,005,745"
平舆县,411723,"728,672"
正阳县,411724,"625,123"
确山县,411725,"403,044"
泌阳县,411726,"695,239"
汝南县,411727,"612,551"
遂平县,411728,"441,370"
新蔡县,411729,"823,829"
信阳市,411500,"6,234,401"
浉河区,411502,"640,133"
平桥区,411503,"875,617"
罗山县,411521,"493,208"
光山县,411522,"593,486"
新县,411523,"278,620"
商城县,411524,"459,488"
固始县,411525,"1,041,399"
潢川县,411526,"636,679"
淮滨县,411527,"549,603"
息县,411528,"666,168"
十堰市,420300,"3,209,004"
茅箭区,420302,"601,548"
张湾区,420303,"431,859"
郧阳区,420304,"395,222"
郧西县,420322,"371,012"
竹山县,420323,"346,069"
竹溪县,420324,"283,578"
房县,420325,"369,776"
丹江口市,420381,"409,940"
襄阳市,420600,"5,669,000"
襄城区,420602,"512,700"
樊城区,420606,"910,200"
襄州区,420607,"921,300"
南漳县,420624,"545,400"
谷城县,420625,"509,500"
保康县,420626,"257,800"
老河口市,420682,"481,500"
枣阳市,420683,"1,003,800"
宜城市,420684,"526,800"
荆门市,420800,"2,596,927"
东宝区,420802,"354,207"
掇刀区,420804,"433,263"
沙洋县,420822,"395,717"
钟祥市,420881,"868,897"
京山市,420882,"544,843"
孝感市,420900,"4,270,371"
孝南区,420902,"988,479"
孝昌县,420921,"483,367"
大悟县,420922,"486,153"
云梦县,420923,"434,124"
应城市,420981,"476,596"
安陆市,420982,"498,356"
汉川市,420984,"903,296"
黄冈市,421100,"5,882,719"
黄州区,421102,"456,862"
团风县,421121,"266,218"
红安县,421122,"510,189"
罗田县,421123,"473,195"
英山县,421124,"310,180"
浠水县,421125,"716,273"
蕲春县,421126,"792,101"
黄梅县,421127,"787,783"
麻城市,421181,"893,654"
武穴市,421182,"676,264"
鄂州市,420700,"1,079,353"
梁子湖区,420702,"126,822"
华容区,420703,"256,834"
鄂城区,420704,"695,697"
黄石市,420200,"2,469,079"
黄石港区,420202,"241,589"
西塞山区,420203,"197,217"
下陆区,420204,"215,181"
铁山区,420205,"41,907"
阳新县,420222,"901,971"
大冶市,420281,"871,214"
咸宁市,421200,"2,658,316"
咸安区,421202,"657,590"
嘉鱼县,421221,"285,642"
通城县,421222,"426,288"
崇阳县,421223,"427,130"
通山县,421224,"391,311"
赤壁市,421281,"470,355"
荆州市,421000,"5,231,180"
沙市区,421002,"694,977"
荆州区,421003,"563,398"
公安县,421022,"747,134"
江陵县,421024,"278,192"
石首市,421081,"473,707"
洪湖市,421083,"698,188"
松滋市,421087,"654,762"
监利市,421088,"1,120,822"
宜昌市,420500,"4,017,607"
西陵区,420502,"537,686"
伍家岗区,420503,"336,294"
点军区,420504,"101,649"
猇亭区,420505,"68,728"
夷陵区,420506,"560,383"
远安县,420525,"181,174"
兴山县,420526,"153,886"
秭归县,420527,"324,642"
长阳土家族自治县,420528,"336,922"
五峰土家族自治县,420529,"171,026"
宜都市,420581,"367,374"
当阳市,420582,"430,465"
枝江市,420583,"447,378"
随州市,421300,"2,047,923"
曾都区,421303,"699,475"
随县,421321,"637,548"
广水市,421381,"710,900"
长沙市,430100,"10,047,914"
芙蓉区,430102,"642,010"
天心区,430103,"836,157"
岳麓区,430104,"1,526,641"
开福区,430105,"820,790"
雨花区,430111,"1,264,895"
望城区,430112,"890,214"
长沙县,430121,"1,374,491"
浏阳市,430181,"1,429,384"
宁乡市,430182,"1,263,332"
衡阳市,430400,"6,645,243"
珠晖区,430405,"337,337"
雁峰区,430406,"247,791"
石鼓区,430407,"227,515"
蒸湘区,430408,"478,072"
南岳区,430412,"70,370"
衡阳县,430421,"888,433"
衡南县,430422,"796,327"
衡山县,430423,"335,704"
衡东县,430424,"565,423"
祁东县,430426,"766,920"
耒阳市,430481,"1,140,675"
常宁市,430482,"790,676"
张家界市,430800,"1,517,027"
永定区,430802,"517,595"
武陵源区,430811,"60,857"
慈利县,430821,"562,493"
桑植县,430822,"376,082"
常德市,430700,"5,279,102"
武陵区,430702,"730,970"
鼎城区,430703,"738,085"
安乡县,430721,"427,412"
汉寿县,430722,"706,249"
澧县,430723,"721,927"
临澧县,430724,"373,043"
桃源县,430725,"809,220"
石门县,430726,"559,457"
津市市,430781,"212,739"
益阳市,430900,"3,851,564"
资阳区,430902,"356,405"
赫山区,430903,"889,068"
南县,430921,"572,367"
桃江县,430922,"685,596"
安化县,430923,"780,969"
沅江市,430981,"567,159"
岳阳市,430600,"5,051,922"
岳阳楼区,430602,"980,401"
云溪区,430603,"153,657"
君山区,430611,"201,634"
岳阳县,430621,"561,888"
华容县,430623,"553,800"
湘阴县,430624,"583,984"
平江县,430626,"951,112"
汨罗市,430681,"632,246"
临湘市,430682,"433,200"
株洲市,430200,"3,902,738"
荷塘区,430202,"348,894"
芦淞区,430203,"307,012"
石峰区,430204,"339,452"
天元区,430211,"478,309"
渌口区,430212,"260,534"
攸县,430223,"630,427"
茶陵县,430224,"491,849"
炎陵县,430225,"160,274"
醴陵市,430281,"885,987"
湘潭市,430300,"2,726,181"
雨湖区,430302,"616,130"
岳塘区,430304,"483,762"
湘潭县,430321,"792,829"
湘乡市,430381,"730,103"
韶山市,430382,"103,357"
郴州市,431000,"4,667,134"
北湖区,431002,"567,778"
苏仙区,431003,"435,836"
桂阳县,431021,"709,372"
宜章县,431022,"567,970"
永兴县,431023,"538,532"
嘉禾县,431024,"343,169"
临武县,431025,"322,987"
汝城县,431026,"344,617"
桂东县,431027,"160,956"
安仁县,431028,"351,927"
资兴市,431081,"322,990"
永州市,431100,"5,289,824"
零陵区,431102,"563,556"
冷水滩区,431103,"583,136"
东安县,431122,"490,385"
双牌县,431123,"157,140"
道县,431124,"621,275"
江永县,431125,"235,699"
宁远县,431126,"684,121"
蓝山县,431127,"329,909"
新田县,431128,"343,595"
江华瑶族自治县,431129,"448,195"
祁阳市,431181,"832,813"
邵阳市,430500,"6,563,520"
双清区,430502,"317,283"
大祥区,430503,"362,289"
北塔区,430511,"122,658"
新邵县,430522,"612,943"
邵阳县,430523,"752,125"
隆回县,430524,"1,009,778"
洞口县,430525,"675,495"
绥宁县,430527,"290,664"
新宁县,430528,"513,777"
城步苗族自治县,430529,"227,911"
武冈市,430581,"640,181"
邵东市,430582,"1,038,416"
怀化市,431200,"4,587,594"
鹤城区,431202,"712,584"
中方县,431221,"233,378"
沅陵县,431222,"510,054"
辰溪县,431223,"407,578"
溆浦县,431224,"757,797"
会同县,431225,"291,067"
麻阳苗族自治县,431226,"313,305"
新晃侗族自治县,431227,"220,775"
芷江侗族自治县,431228,"307,661"
靖州苗族侗族自治县,431229,"233,638"
通道侗族自治县,431230,"201,047"
洪江市,431281,"398,710"
娄底市,431300,"3,826,996"
娄星区,431302,"752,530"
双峰县,431321,"685,917"
新化县,431322,"1,196,538"
冷水江市,431381,"329,912"
涟源市,431382,"862,099"
清远市,441800,"3,969,473"
清城区,441802,"1,119,901"
清新区,441803,"618,523"
佛冈县,441821,"315,502"
阳山县,441823,"367,175"
连山壮族瑶族自治县,441825,"95,136"
连南瑶族自治县,441826,"134,691"
英德市,441881,"941,325"
连州市,441882,"377,220"
韶关市,440200,"2,855,131"
武江区,440203,"373,686"
浈江区,440204,"364,319"
曲江区,440205,"290,455"
始兴县,440222,"198,060"
仁化县,440224,"186,009"
翁源县,440229,"322,482"
乳源瑶族自治县,440232,"187,276"
新丰县,440233,"195,430"
乐昌市,440281,"383,498"
南雄市,440282,"353,916"
河源市,441600,"2,837,686"
源城区,441602,"703,607"
紫金县,441621,"551,095"
龙川县,441622,"595,471"
连平县,441623,"285,224"
和平县,441624,"353,903"
东源县,441625,"348,386"
梅州市,441400,"3,873,239"
梅江区,441402,"435,616"
梅县区,441403,"556,735"
大埔县,441422,"330,948"
丰顺县,441423,"478,731"
五华县,441424,"916,961"
平远县,441426,"190,482"
蕉岭县,441427,"184,355"
兴宁市,441481,"779,411"
潮州市,445100,"2,568,387"
湘桥区,445102,"575,795"
潮安区,445103,"1,175,150"
饶平县,445122,"817,442"
汕头市,440500,"5,502,031"
龙湖区,440507,"630,749"
金平区,440511,"777,024"
濠江区,440512,"269,471"
潮阳区,440513,"1,654,276"
潮南区,440514,"1,231,638"
